"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"12/30/2020","12/30/2020","12/31/2020","GILD","GILD 1/15/2021 Call $60.00","BTO","2","$0.53","($106.00)"
"12/30/2020","12/30/2020","12/31/2020","GILD","GILD 1/15/2021 Call $60.00","BTO","7","$0.53","($371.00)"
"12/30/2020","12/30/2020","12/31/2020","GILD","GILD 1/15/2021 Call $60.00","BTO","4","$0.53","($212.00)"
"12/30/2020","12/30/2020","12/31/2020","GILD","GILD 1/15/2021 Call $65.00","BTO","5","$0.17","($85.00)"
"12/30/2020","12/30/2020","12/31/2020","GILD","GILD 1/15/2021 Call $75.00","STC","3","$0.08","$23.98"
"12/30/2020","12/30/2020","1/4/2021","BNGO","Bionano Genomics
CUSIP: 09075F107","Buy","100","$2.18","($217.50)"
"12/30/2020","12/30/2020","12/31/2020","IWM","IWM 1/8/2021 Call $200.00","STC","1","$1.86","$185.98"
"12/29/2020","12/29/2020","12/30/2020","IWM","IWM 1/8/2021 Call $200.00","BTO","1","$1.36","($136.00)"
"12/29/2020","12/29/2020","12/30/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","28","$0.06","($168.00)"
"12/29/2020","12/29/2020","12/30/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","2","$0.06","($12.00)"
"12/29/2020","12/29/2020","12/30/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","1","$0.06","($6.00)"
"12/29/2020","12/29/2020","12/30/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","4","$0.06","($24.00)"
"12/29/2020","12/29/2020","12/30/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","3","$0.06","($18.00)"
"12/29/2020","12/29/2020","12/30/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","10","$0.06","($60.00)"
"12/29/2020","12/29/2020","12/30/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","2","$0.06","($12.00)"
"12/29/2020","12/29/2020","12/30/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","2","$0.07","($14.00)"
"12/28/2020","12/28/2020","12/30/2020","BBBYQ","BED BATH & BEYOND
CUSIP: 075896100","Buy","25","$18.78","($469.63)"
"12/28/2020","12/28/2020","12/29/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","10","$0.06","($60.00)"
"12/28/2020","12/28/2020","12/29/2020","GILD","GILD 1/15/2021 Call $70.00","BTO","5","$0.09","($45.00)"
"12/28/2020","12/28/2020","12/29/2020","GILD","GILD 1/15/2021 Call $70.00","BTO","5","$0.10","($50.00)"
"12/28/2020","12/28/2020","12/29/2020","GILD","GILD 1/15/2021 Call $75.00","BTO","1","$0.06","($6.00)"
"12/24/2020","12/24/2020","12/28/2020","GHIV","GHIV 3/19/2021 Call $15.00","BTO","6","$2.65","($1,590.00)"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","14","$0.06","$83.96"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","2","$0.06","$11.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","2","$0.03","$5.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","6","$0.03","$17.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","1","$0.03","$2.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","1","$0.03","$2.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","1","$0.03","$2.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","1","$0.03","$2.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","1","$0.03","$2.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","1","$0.03","$2.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","1","$0.03","$2.98"
"12/24/2020","12/24/2020","12/28/2020","FEYE","FEYE 12/24/2020 Put $22.00","STC","1","$0.03","$2.98"
"12/24/2020","12/24/2020","12/24/2020","","Gold Fee","GOLD","","","($5.00)"
"12/23/2020","12/23/2020","12/24/2020","FEYE","FEYE 12/24/2020 Put $22.00","BTO","1","$0.05","($5.00)"
"12/23/2020","12/23/2020","12/24/2020","FEYE","FEYE 12/24/2020 Put $22.00","BTO","30","$0.05","($150.00)"
"12/23/2020","12/23/2020","12/24/2020","FEYE","FEYE 12/24/2020 Put $22.00","BTO","1","$0.05","($5.00)"
"12/23/2020","12/23/2020","12/28/2020","NPA","New Providence
CUSIP: 64822P106","Buy","50","$12.63","($631.48)"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 1/15/2021 Put $6.00","STC","5","$0.95","$474.97"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 1/15/2021 Put $6.00","STC","1","$1.25","$124.98"
"12/22/2020","12/22/2020","12/23/2020","CLF","CLF 1/15/2021 Call $15.00","STC","1","$0.40","$39.98"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 1/15/2021 Put $6.00","STC","40","$1.27","$5,079.80"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 1/15/2021 Put $6.00","BTO","4","$1.35","($540.00)"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 1/15/2021 Put $6.00","BTO","1","$1.35","($135.00)"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","5","$2.53","$1,264.96"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 1/15/2021 Put $6.00","BTO","50","$1.45","($7,250.00)"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 1/15/2021 Put $6.00","BTO","1","$1.35","($135.00)"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","2","$2.90","$579.97"
"12/22/2020","12/22/2020","12/23/2020","OPEN","OPEN 1/15/2021 Call $35.00","STC","1","$1.60","$159.98"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","10","$2.70","$2,699.92"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 2/19/2021 Call $5.00","OEXCS","1S","",""
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","10","$2.80","$2,799.91"
"12/22/2020","12/22/2020","12/24/2020","MVIS","MicroVision
CUSIP: 594960304
1 MVIS Option Exercised","Buy","100","$5.00","($500.00)"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","2","$3.40","$679.97"
"12/22/2020","12/22/2020","12/23/2020","SQ","SQ 1/15/2021 Call $300.00","STC","1","$1.37","$136.98"
"12/22/2020","12/22/2020","12/23/2020","NFLX","NFLX 12/31/2020 Call $530.00","STC","1","$8.30","$829.97"
"12/22/2020","12/22/2020","12/23/2020","NFLX","NFLX 12/31/2020 Call $530.00","BTO","1","$8.25","($825.00)"
"12/22/2020","12/22/2020","12/23/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","5","$3.00","$1,499.95"
"12/22/2020","12/22/2020","12/23/2020","CLVS","CLVS 12/24/2020 Call $5.50","STC","2","$0.11","$21.98"
"12/22/2020","12/22/2020","12/23/2020","OPEN","OPEN 1/15/2021 Call $35.00","STC","2","$2.50","$499.97"
"12/21/2020","12/21/2020","12/22/2020","CLVS","CLVS 12/24/2020 Call $5.50","BTO","1","$0.11","($11.00)"
"12/21/2020","12/21/2020","12/22/2020","CLVS","CLVS 12/24/2020 Call $5.50","BTO","1","$0.11","($11.00)"
"12/21/2020","12/21/2020","12/22/2020","OPEN","OPEN 1/15/2021 Call $35.00","BTO","3","$1.30","($390.00)"
"12/21/2020","12/21/2020","12/22/2020","SQ","SQ 1/15/2021 Call $300.00","BTO","1","$1.10","($110.00)"
"12/21/2020","12/21/2020","12/22/2020","NVDA","NVDA 12/31/2020 Call $540.00","STC","1","$5.70","$569.97"
"12/21/2020","12/21/2020","12/22/2020","CSCO","CSCO 1/29/2021 Call $50.00","STC","10","$0.10","$99.97"
"12/18/2020","12/18/2020","12/21/2020","RPRX","Option Expiration for RPRX 12/18/2020 Put $35.00","OEXP","24S","",""
"12/18/2020","12/18/2020","12/21/2020","C","Option Expiration for C 12/18/2020 Call $63.00","OEXP","2S","",""
"12/18/2020","12/18/2020","12/21/2020","ADMP","Option Expiration for ADMP 12/18/2020 Call $2.50","OEXP","15S","",""
"12/18/2020","12/18/2020","12/21/2020","NVDA","NVDA 12/31/2020 Call $540.00","BTO","1","$7.90","($790.00)"
"12/18/2020","12/18/2020","12/21/2020","SPY","SPY 12/23/2020 Put $360.00","STC","2","$0.99","$197.98"
"12/18/2020","12/18/2020","12/21/2020","SPY","SPY 12/23/2020 Put $360.00","BTO","1","$1.18","($118.00)"
"12/18/2020","12/18/2020","12/21/2020","SPY","SPY 12/23/2020 Put $360.00","BTO","1","$1.18","($118.00)"
"12/18/2020","12/18/2020","12/21/2020","CSCO","CSCO 1/29/2021 Call $50.00","STC","1","$0.10","$9.98"
"12/18/2020","12/18/2020","12/21/2020","CSCO","CSCO 1/29/2021 Call $50.00","STC","6","$0.10","$59.98"
"12/18/2020","12/18/2020","12/21/2020","CSCO","CSCO 1/29/2021 Call $50.00","STC","3","$0.10","$29.98"
"12/18/2020","12/18/2020","12/21/2020","BB","BB 12/24/2020 Call $10.00","STC","5","$0.05","$24.98"
"12/17/2020","12/17/2020","12/18/2020","MVIS","MVIS 1/20/2023 Call $5.00","BTO","1","$2.70","($270.00)"
"12/17/2020","12/17/2020","12/18/2020","MVIS","MVIS 1/20/2023 Call $5.00","BTO","1","$2.30","($230.00)"
"12/17/2020","12/17/2020","12/18/2020","CRM","CRM 2/19/2021 Call $250.00","BTO","1","$5.45","($545.00)"
"12/17/2020","12/17/2020","12/18/2020","MVIS","MVIS 1/21/2022 Call $5.00","BTO","1","$2.15","($215.00)"
"12/17/2020","12/17/2020","12/18/2020","BA","BA 12/18/2020 Call $230.00","STC","2","$1.83","$365.98"
"12/16/2020","12/16/2020","12/17/2020","BA","BA 12/18/2020 Call $230.00","BTO","1","$1.85","($185.00)"
"12/16/2020","12/16/2020","12/17/2020","BA","BA 12/18/2020 Call $230.00","BTO","1","$1.73","($173.00)"
"12/16/2020","12/16/2020","12/17/2020","C","C 12/18/2020 Call $63.00","STC","1","$0.06","$5.98"
"12/16/2020","12/16/2020","12/17/2020","C","C 12/18/2020 Call $63.00","STC","4","$0.06","$23.98"
"12/16/2020","12/16/2020","12/18/2020","BYSI","BeyondSpring
CUSIP: G10830100","Buy","25","$11.14","($278.53)"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","3","$0.85","$254.98"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 12/18/2020 Call $4.50","STC","2","$0.30","$59.98"
"12/15/2020","12/15/2020","12/16/2020","CSCO","CSCO 1/29/2021 Call $50.00","BTO","3","$0.10","($30.00)"
"12/15/2020","12/15/2020","12/16/2020","CSCO","CSCO 1/29/2021 Call $50.00","BTO","2","$0.10","($20.00)"
"12/15/2020","12/15/2020","12/16/2020","CSCO","CSCO 1/29/2021 Call $50.00","BTO","13","$0.10","($130.00)"
"12/15/2020","12/15/2020","12/16/2020","CSCO","CSCO 1/29/2021 Call $50.00","BTO","2","$0.10","($20.00)"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 12/18/2020 Call $4.50","STC","7","$0.27","$188.98"
"12/15/2020","12/15/2020","12/16/2020","C","C 12/18/2020 Call $63.00","BTO","1","$0.14","($14.00)"
"12/15/2020","12/15/2020","12/16/2020","C","C 12/18/2020 Call $63.00","BTO","2","$0.14","($28.00)"
"12/15/2020","12/15/2020","12/16/2020","C","C 12/18/2020 Call $63.00","BTO","4","$0.14","($56.00)"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","5","$0.53","$264.98"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","20","$0.50","$999.93"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","3","$0.50","$149.98"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","4","$0.50","$199.98"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 2/19/2021 Call $5.00","STC","3","$0.50","$149.98"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 12/18/2020 Call $4.50","BTO","5","$0.15","($75.00)"
"12/15/2020","12/15/2020","12/16/2020","MVIS","MVIS 12/18/2020 Call $4.50","BTO","4","$0.25","($100.00)"
"12/15/2020","12/15/2020","12/16/2020","SNAP","SNAP 12/18/2020 Put $47.50","STC","1","$0.10","$9.98"
"12/15/2020","12/15/2020","12/16/2020","SNAP","SNAP 12/18/2020 Put $47.50","STC","1","$0.10","$9.98"
"12/14/2020","12/14/2020","12/15/2020","RPRX","RPRX 12/18/2020 Put $35.00","STC","2","$0.10","$19.98"
"12/14/2020","12/14/2020","12/15/2020","NVDA","NVDA 12/18/2020 Call $550.00","STC","1","$2.86","$285.98"
"12/11/2020","12/11/2020","12/14/2020","NVDA","NVDA 12/18/2020 Call $550.00","BTO","1","$2.11","($211.00)"
"12/11/2020","12/11/2020","12/14/2020","SNAP","SNAP 12/18/2020 Put $47.50","BTO","2","$0.23","($46.00)"
"12/11/2020","12/11/2020","12/14/2020","T","T 1/15/2021 Call $33.00","STC","2","$0.30","$59.98"
"12/11/2020","12/11/2020","12/14/2020","BB","BB 12/24/2020 Call $10.00","BTO","2","$0.26","($52.00)"
"12/11/2020","12/11/2020","12/14/2020","BB","BB 12/24/2020 Call $10.00","BTO","1","$0.26","($26.00)"
"12/11/2020","12/11/2020","12/14/2020","BB","BB 12/24/2020 Call $10.00","BTO","1","$0.26","($26.00)"
"12/11/2020","12/11/2020","12/14/2020","BB","BB 12/24/2020 Call $10.00","BTO","1","$0.26","($26.00)"
"12/11/2020","12/11/2020","12/14/2020","EQT","EQT 1/15/2021 Put $11.00","BTO","3","$0.25","($75.00)"
"12/11/2020","12/11/2020","12/14/2020","MVIS","MVIS 2/19/2021 Call $5.00","BTO","2","$0.20","($40.00)"
"12/11/2020","12/11/2020","12/14/2020","RPRX","RPRX 12/18/2020 Put $35.00","STC","1","$0.25","$24.98"
"12/11/2020","12/11/2020","12/14/2020","BB","BB 3/19/2021 Call $12.00","BTO","1","$0.65","($65.00)"
"12/11/2020","12/11/2020","12/14/2020","RPRX","RPRX 12/18/2020 Put $35.00","STC","1","$0.25","$24.98"
"12/11/2020","12/11/2020","12/14/2020","RPRX","RPRX 12/18/2020 Put $35.00","STC","7","$0.27","$188.98"
"12/11/2020","12/11/2020","12/14/2020","XOM","XOM 12/11/2020 Put $42.00","STC","1","$0.02","$1.98"
"12/11/2020","12/11/2020","12/14/2020","PYPL","PYPL 12/11/2020 Call $222.50","STC","2","$0.03","$5.98"
"12/11/2020","12/11/2020","12/14/2020","PYPL","PYPL 12/11/2020 Call $222.50","STC","1","$0.03","$2.98"
"12/11/2020","12/11/2020","12/14/2020","PYPL","PYPL 12/11/2020 Call $222.50","STC","1","$0.04","$3.98"
"12/11/2020","12/11/2020","12/14/2020","TSLA","TSLA 12/11/2020 Call $640.00","STC","1","$2.92","$291.98"
"12/11/2020","12/11/2020","12/14/2020","TSLA","TSLA 12/11/2020 Call $640.00","BTO","1","$2.59","($259.00)"
"12/11/2020","12/11/2020","12/14/2020","RPRX","RPRX 12/18/2020 Put $35.00","STC","5","$0.10","$49.98"
"12/10/2020","12/10/2020","12/11/2020","XOM","XOM 12/11/2020 Put $42.00","BTO","1","$0.02","($2.00)"
"12/10/2020","12/10/2020","12/11/2020","PYPL","PYPL 12/11/2020 Call $222.50","STC","2","$0.19","$37.98"
"12/10/2020","12/10/2020","12/11/2020","PYPL","PYPL 12/11/2020 Call $222.50","STC","2","$0.22","$43.98"
"12/10/2020","12/10/2020","12/11/2020","PYPL","PYPL 12/11/2020 Call $222.50","STC","1","$0.22","$21.98"
"12/10/2020","12/10/2020","12/11/2020","PYPL","PYPL 12/11/2020 Call $222.50","STC","1","$0.22","$21.98"
"12/10/2020","12/10/2020","12/11/2020","T","T 1/15/2021 Call $33.00","BTO","10","$0.29","($290.00)"
"12/9/2020","12/9/2020","12/10/2020","PYPL","PYPL 12/11/2020 Call $222.50","BTO","5","$0.22","($110.00)"
"12/9/2020","12/9/2020","12/10/2020","PYPL","PYPL 12/11/2020 Call $222.50","BTO","2","$0.19","($38.00)"
"12/9/2020","12/9/2020","12/10/2020","PYPL","PYPL 12/11/2020 Call $222.50","BTO","1","$0.19","($19.00)"
"12/9/2020","12/9/2020","12/10/2020","RPRX","RPRX 12/18/2020 Put $35.00","BTO","5","$0.05","($25.00)"
"12/9/2020","12/9/2020","12/10/2020","RPRX","RPRX 12/18/2020 Put $35.00","BTO","20","$0.05","($100.00)"
"12/9/2020","12/9/2020","12/10/2020","PYPL","PYPL 12/11/2020 Call $222.50","BTO","2","$0.25","($50.00)"
"12/9/2020","12/9/2020","12/10/2020","SPY","SPY 12/9/2020 Put $368.00","STC","3","$0.10","$29.98"
"12/8/2020","12/8/2020","12/9/2020","SPY","SPY 12/9/2020 Put $368.00","BTO","3","$0.33","($99.00)"
"12/8/2020","12/8/2020","12/9/2020","RPRX","RPRX 12/18/2020 Put $35.00","STC","5","$0.20","$99.98"
"12/8/2020","12/8/2020","12/9/2020","RPRX","RPRX 12/18/2020 Put $35.00","BTO","20","$0.10","($200.00)"
"12/8/2020","12/8/2020","12/9/2020","SPY","SPY 12/9/2020 Call $375.00","STC","3","$0.06","$17.98"
"12/8/2020","12/8/2020","12/9/2020","SPY","SPY 12/9/2020 Call $375.00","STC","22","$0.06","$131.95"
"12/7/2020","12/7/2020","12/8/2020","SPY","SPY 12/9/2020 Call $375.00","BTO","3","$0.07","($21.00)"
"12/7/2020","12/7/2020","12/8/2020","SPY","SPY 12/9/2020 Call $375.00","BTO","22","$0.07","($154.00)"
"12/7/2020","12/7/2020","12/9/2020","PSTH","Pershing Square Tontine Holdings, Ltd.
CUSIP: 71531R109","Sell","5","$25.56","$127.81"
"12/7/2020","12/7/2020","12/8/2020","PSTH","PSTH 6/18/2021 Call $35.00","STC","1","$3.94","$393.98"
"12/7/2020","12/7/2020","12/8/2020","SPLK","SPLK 12/18/2020 Call $180.00","STC","1","$0.69","$68.98"
"12/7/2020","12/7/2020","12/8/2020","MVIS","MVIS 2/19/2021 Call $5.00","BTO","5","$0.15","($75.00)"
"12/7/2020","12/7/2020","12/8/2020","AVTR","AVTR 2/19/2021 Call $35.00","STC","2","$0.35","$69.98"
"12/7/2020","12/7/2020","12/8/2020","NFLX","NFLX 12/11/2020 Call $520.00","STC","1","$3.00","$299.98"
"12/7/2020","12/7/2020","12/8/2020","CVS","CVS 1/15/2021 Call $75.00","STC","1","$2.17","$216.98"
"12/4/2020","12/4/2020","12/7/2020","PLTR","Option Expiration for PLTR 12/4/2020 Call $30.00","OEXP","50S","",""
"12/4/2020","12/4/2020","12/7/2020","NFLX","NFLX 12/11/2020 Call $520.00","BTO","1","$2.58","($258.00)"
"12/4/2020","12/4/2020","12/7/2020","SPLK","SPLK 12/18/2020 Call $180.00","BTO","1","$1.15","($115.00)"
"12/4/2020","12/4/2020","12/7/2020","MVIS","MVIS 2/19/2021 Call $5.00","BTO","1","$0.15","($15.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","2","$0.03","($6.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","1","$0.03","($3.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","5","$0.03","($15.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","2","$0.03","($6.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","11","$0.03","($33.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","3","$0.03","($9.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","10","$0.03","($30.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","1","$0.03","($3.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","1","$0.03","($3.00)"
"12/3/2020","12/3/2020","12/4/2020","PLTR","PLTR 12/4/2020 Call $30.00","BTO","14","$0.03","($42.00)"
"12/3/2020","12/3/2020","12/7/2020","NAK","Northern Dynasty Minerals
CUSIP: 66510M204","Sell","4","$0.37","$1.46"
"12/3/2020","12/3/2020","12/4/2020","CVS","CVS 1/15/2021 Call $75.00","STC","1","$1.27","$126.98"
"12/3/2020","12/3/2020","12/4/2020","AMRN","AMRN 1/21/2022 Call $10.00","STC","1","$0.84","$83.98"
"12/3/2020","12/3/2020","12/4/2020","AMZN","AMZN 12/4/2020 Call $3,300.00","STC","1","$4.85","$484.97"
"12/2/2020","12/2/2020","12/3/2020","AMZN","AMZN 12/4/2020 Call $3,300.00","BTO","1","$5.45","($545.00)"
"12/2/2020","12/2/2020","12/3/2020","NFLX","NFLX 12/4/2020 Call $510.00","STC","1","$3.45","$344.98"
"12/2/2020","12/2/2020","12/3/2020","NFLX","NFLX 12/4/2020 Call $510.00","BTO","1","$3.10","($310.00)"
"12/2/2020","12/2/2020","12/3/2020","AAPL","AAPL 12/4/2020 Call $124.00","STC","1","$0.74","$73.98"
"12/2/2020","12/2/2020","12/3/2020","AAPL","AAPL 12/4/2020 Call $124.00","STC","1","$0.79","$78.98"
"12/2/2020","12/2/2020","12/3/2020","AAPL","AAPL 12/4/2020 Call $124.00","STC","1","$0.79","$78.98"
"12/2/2020","12/2/2020","12/3/2020","AAPL","AAPL 12/4/2020 Call $124.00","BTO","3","$0.67","($201.00)"
"12/2/2020","12/2/2020","12/3/2020","CVS","CVS 1/15/2021 Call $75.00","STC","1","$0.94","$93.98"
"12/2/2020","12/2/2020","12/3/2020","CLF","CLF 1/15/2021 Call $15.00","STC","1","$0.26","$25.98"
"12/1/2020","12/1/2020","12/2/2020","FB","FB 12/18/2020 Call $300.00","STC","1","$4.25","$424.98"
"12/1/2020","12/1/2020","12/2/2020","CVS","CVS 1/15/2021 Call $75.00","BTO","3","$0.59","($177.00)"
"12/1/2020","12/1/2020","12/2/2020","AVTR","AVTR 2/19/2021 Call $35.00","BTO","2","$0.35","($70.00)"
"11/30/2020","11/30/2020","12/1/2020","FB","FB 12/18/2020 Call $300.00","STC","1","$1.78","$177.98"
"11/30/2020","11/30/2020","12/1/2020","FB","FB 12/18/2020 Call $300.00","BTO","2","$1.55","($310.00)"
"11/30/2020","11/30/2020","12/1/2020","CLF","CLF 1/15/2021 Call $15.00","STC","3","$0.12","$35.98"
"11/30/2020","11/30/2020","12/1/2020","HYLN","HYLN 1/15/2021 Call $30.00","STC","3","$0.90","$269.98"
"11/27/2020","11/27/2020","11/27/2020","","ACH Deposit","ACH","","","$100.00"
"11/27/2020","11/27/2020","11/30/2020","MVIS","MVIS 1/21/2022 Call $5.00","BTO","1","$0.65","($65.00)"
"11/27/2020","11/27/2020","11/30/2020","UUP","UUP 1/15/2021 Call $29.00","STC","1","$0.01","$0.98"
"11/24/2020","11/24/2020","11/25/2020","CLF","CLF 1/15/2021 Call $15.00","STC","5","$0.13","$64.98"
"11/24/2020","11/24/2020","11/27/2020","THCB","Tuscan Holdings
CUSIP: 90069K104","Buy","7","$11.25","($78.75)"
"11/24/2020","11/24/2020","11/24/2020","","Gold Fee","GOLD","","","($5.00)"
"11/20/2020","11/20/2020","11/23/2020","LPCN","Option Expiration for LPCN 11/20/2020 Call $2.50","OEXP","10S","",""
"11/20/2020","11/20/2020","11/23/2020","MVIS","MVIS 1/21/2022 Call $5.00","BTO","2","$0.50","($100.00)"
"11/17/2020","11/17/2020","11/18/2020","CLF","CLF 1/15/2021 Call $15.00","BTO","10","$0.03","($30.00)"
"11/16/2020","11/16/2020","11/16/2020","","ACH Deposit","ACH","","","$250.00"
"11/13/2020","11/13/2020","11/16/2020","AMRN","AMRN 1/21/2022 Call $10.00","BTO","1","$0.56","($56.00)"
"11/12/2020","11/12/2020","11/13/2020","MVIS","MVIS 11/20/2020 Put $2.00","STC","1","$0.25","$24.98"
"11/12/2020","11/12/2020","11/13/2020","LPCN","LPCN 11/20/2020 Call $2.50","BTO","10","$0.04","($40.00)"
"11/11/2020","11/11/2020","11/12/2020","ADMP","ADMP 12/18/2020 Call $2.50","BTO","15","$0.04","($60.00)"
"11/11/2020","11/11/2020","11/11/2020","","ACH Deposit","ACH","","","$100.00"
"11/6/2020","11/6/2020","11/9/2020","MVIS","MVIS 2/19/2021 Call $5.00","BTO","1","$0.15","($15.00)"
"11/5/2020","11/5/2020","11/6/2020","MVIS","MVIS 2/19/2021 Call $5.00","BTO","1","$0.14","($14.00)"
"11/3/2020","11/3/2020","11/4/2020","MVIS","MVIS 2/19/2021 Call $5.00","BTO","3","$0.15","($45.00)"
"11/3/2020","11/3/2020","11/4/2020","MVIS","MVIS 5/21/2021 Call $5.00","BTO","1","$0.30","($30.00)"
"11/3/2020","11/3/2020","11/3/2020","","ACH Deposit","ACH","","","$100.00"
"11/3/2020","11/3/2020","11/4/2020","MVIS","MVIS 2/19/2021 Call $5.00","BTO","3","$0.20","($60.00)"
"11/2/2020","11/2/2020","11/3/2020","PSTH","PSTH 6/18/2021 Call $35.00","BTO","1","$2.05","($205.00)"
"11/2/2020","11/2/2020","11/2/2020","","ACH Deposit","ACH","","","$100.00"
"11/2/2020","11/2/2020","11/4/2020","PSTH","Pershing Square Tontine Holdings, Ltd.
CUSIP: 71531R109","Buy","25","$22.34","($558.38)"
"11/2/2020","11/2/2020","11/3/2020","MVIS","MVIS 11/20/2020 Put $2.00","STC","1","$0.50","$49.98"
"11/2/2020","11/2/2020","11/3/2020","MVIS","MVIS 11/20/2020 Put $2.00","STC","1","$0.50","$49.98"
"10/30/2020","10/30/2020","11/2/2020","MVIS","MVIS 11/20/2020 Put $2.00","STC","8","$0.45","$359.97"
"10/29/2020","10/29/2020","10/30/2020","MVIS","MVIS 11/20/2020 Put $2.00","BTO","3","$0.30","($90.00)"
"10/29/2020","10/29/2020","10/30/2020","MVIS","MVIS 11/20/2020 Put $2.00","BTO","1","$0.30","($30.00)"
"10/29/2020","10/29/2020","10/30/2020","MVIS","MVIS 11/20/2020 Put $2.00","BTO","4","$0.30","($120.00)"
"10/29/2020","10/29/2020","10/30/2020","MVIS","MVIS 11/20/2020 Put $2.00","BTO","3","$0.30","($90.00)"
"10/29/2020","10/29/2020","10/30/2020","MVIS","MVIS 5/21/2021 Call $5.00","BTO","1","$0.45","($45.00)"
